GW Pos. Heuristic,ED Sched. Method,Position distr.,Periods distr.,Map size,ED Number,ED Dens. (1/m^2),Max. SF,GW Number,Channels used,ED Unfeas. Instances,Coverage %,GW Avg. UF,Elapsed,Iterations,Exit condition
Springs (Discr.),None,Uniform,Medium,1000,2000,0.00,12,4,4,0,100.00,0.15,111,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,1000,2000,0.00,12,4,4,0,100.00,0.16,112,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,1000,2000,0.00,12,4,4,0,100.00,0.16,114,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,1000,2000,0.00,12,4,4,0,100.00,0.16,114,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,1000,2000,0.00,12,4,4,0,100.00,0.17,114,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,1000,5000,0.00,12,5,5,0,100.00,0.28,678,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,1000,5000,0.00,12,8,8,0,100.00,0.17,983,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,1000,5000,0.00,12,5,5,0,100.00,0.29,709,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,1000,5000,0.00,12,5,5,0,100.00,0.27,664,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,1000,5000,0.00,12,5,5,0,100.00,0.28,665,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,1000,10000,0.01,12,8,8,0,100.00,0.30,3243,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,1000,10000,0.01,12,7,7,0,100.00,0.37,3206,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,1000,10000,0.01,12,8,8,0,100.00,0.32,3356,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,1000,10000,0.01,12,8,8,0,100.00,0.30,3175,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,1000,10000,0.01,12,8,8,0,100.00,0.33,3365,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,1000,20000,0.02,12,11,11,0,100.00,0.39,15298,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,1000,20000,0.02,12,11,11,0,100.00,0.38,15317,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,1000,20000,0.02,12,11,11,0,100.00,0.40,14648,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,1000,20000,0.02,12,11,11,0,100.00,0.39,16318,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,1000,20000,0.02,12,12,12,0,100.00,0.35,17420,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,2000,1000,0.00,12,8,8,0,100.00,0.05,137,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,2000,1000,0.00,12,11,11,0,100.00,0.03,263,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,2000,1000,0.00,12,9,9,0,100.00,0.04,172,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,2000,1000,0.00,12,8,8,0,100.00,0.05,172,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,2000,1000,0.00,12,8,8,0,100.00,0.05,149,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,2000,2000,0.00,12,9,9,0,100.00,0.09,390,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,2000,2000,0.00,12,9,9,0,100.00,0.09,410,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,2000,2000,0.00,12,10,10,0,100.00,0.08,464,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,2000,2000,0.00,12,9,9,0,100.00,0.08,399,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,2000,2000,0.00,12,9,9,0,100.00,0.09,385,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,2000,5000,0.00,12,15,15,0,100.00,0.11,2847,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,2000,5000,0.00,12,11,11,0,100.00,0.16,1904,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,2000,5000,0.00,12,20,6,0,100.00,0.08,4617,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,2000,5000,0.00,12,12,12,0,100.00,0.15,2135,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,2000,5000,0.00,12,11,11,0,100.00,0.16,1816,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,2000,10000,0.00,12,20,8,0,100.00,0.15,13661,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,2000,10000,0.00,12,19,9,0,100.00,0.16,13280,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,2000,10000,0.00,12,19,8,0,100.00,0.15,10121,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,2000,10000,0.00,12,15,15,0,100.00,0.21,7683,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,2000,10000,0.00,12,18,7,0,100.00,0.17,10135,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,2000,20000,0.00,12,20,8,0,100.00,0.29,41173,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,2000,20000,0.00,12,21,9,0,100.00,0.28,38672,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,2000,20000,0.00,12,22,10,0,100.00,0.25,42388,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,2000,20000,0.00,12,20,9,0,100.00,0.29,39949,5000,Max. coverage
Springs (Discr.),None,Uniform,Medium,2000,20000,0.00,12,22,8,0,100.00,0.25,39957,5000,Max. coverage
GA Opt.,None,Uniform,Medium,100,1000,0.10,12,1,1,0,100.00,0.09,816,5050,Max. iterations
GA Opt.,None,Uniform,Medium,100,1000,0.10,12,1,1,0,100.00,0.09,812,5050,Max. iterations
GA Opt.,None,Uniform,Medium,100,1000,0.10,12,1,1,0,100.00,0.09,816,5050,Max. iterations
GA Opt.,None,Uniform,Medium,100,1000,0.10,12,1,1,0,100.00,0.07,817,5050,Max. iterations
GA Opt.,None,Uniform,Medium,100,1000,0.10,12,1,1,0,100.00,0.07,817,5050,Max. iterations
GA Opt.,None,Uniform,Medium,100,2000,0.20,12,1,1,0,100.00,0.18,3231,10000,Max. iterations
GA Opt.,None,Uniform,Medium,100,2000,0.20,12,1,1,0,100.00,0.19,3390,10000,Max. iterations
