Method,Pos. distr.,Period distr., Map size, ED, Dens, Max. SF, GW, Channels, Coverage, Avg. UF, Elapsed, Iters, Exit cond.
Springs,Uniform,Medium,2000,5000,0.00,12,9,4,100.00,0.08,123,56,Max. coverage
Springs,Uniform,Medium,2000,10000,0.00,12,13,4,100.00,0.12,264,41,Max. coverage
Springs,Uniform,Medium,2000,20000,0.01,12,19,7,100.00,0.16,946,50,Max. coverage
Springs,Uniform,Medium,2000,50000,0.01,11,34,11,100.00,0.22,4567,51,Max. coverage
Springs,Uniform,Medium,2000,50000,0.01,11,31,13,100.00,0.24,1607,19,Max. coverage
Springs,Uniform,Medium,2000,100000,0.03,10,68,12,100.00,0.22,15895,44,Max. coverage
Random,Uniform,Medium,2000,100,0.00,12,3,1,100.00,0.01,0,26,Max. coverage
Random,Uniform,Medium,2000,200,0.00,12,3,1,100.00,0.01,1,28,Max. coverage
Random,Uniform,Medium,2000,500,0.00,12,10,1,100.00,0.01,34,113,Max. coverage
Random,Uniform,Medium,2000,1000,0.00,12,12,1,100.00,0.01,98,139,Max. coverage
Random,Uniform,Medium,2000,2000,0.00,12,12,1,100.00,0.02,206,138,Max. coverage
Random,Uniform,Medium,2000,5000,0.00,12,15,4,100.00,0.05,676,121,Max. coverage
Random,Uniform,Medium,2000,10000,0.00,12,21,5,100.00,0.07,2024,127,Max. coverage
Springs,Uniform,Medium,2000,100000,0.03,10,68,13,100.00,0.22,18564,54,Max. coverage
Random,Uniform,Medium,2000,100,0.00,12,2,1,100.00,0.01,0,17,Max. coverage
Random,Uniform,Medium,2000,200,0.00,12,3,1,100.00,0.01,1,25,Max. coverage
Random,Uniform,Medium,2000,500,0.00,12,8,1,100.00,0.01,21,86,Max. coverage
Random,Uniform,Medium,2000,1000,0.00,12,9,1,100.00,0.02,67,109,Max. coverage
Random,Uniform,Medium,2000,2000,0.00,12,13,1,100.00,0.02,238,153,Max. coverage
Random,Uniform,Medium,2000,5000,0.00,12,14,3,100.00,0.05,591,112,Max. coverage
Random,Uniform,Medium,2000,10000,0.00,12,18,5,100.00,0.08,1384,92,Max. coverage
Random,Uniform,Medium,2000,20000,0.01,12,30,6,100.00,0.10,8080,171,Max. coverage
Random,Uniform,Medium,2000,20000,0.01,12,25,6,100.00,0.12,4998,112,Max. coverage
Random,Uniform,Medium,2000,50000,0.01,11,36,13,100.00,0.21,14456,71,Max. coverage
Random,Uniform,Medium,2000,50000,0.01,11,43,11,100.00,0.18,29887,153,Max. coverage
Random,Uniform,Medium,2000,100000,0.03,10,65,12,100.00,0.23,7619,13,Max. coverage
Springs,Uniform,Hard,2000,100,0.00,10,51,1,100.00,0.00,137,322,Max. coverage
Springs,Uniform,Hard,2000,200,0.00,10,92,1,100.00,0.00,782,633,Max. coverage
Springs,Uniform,Hard,2000,500,0.00,10,139,1,100.00,0.00,178,34,Max. coverage
Springs,Uniform,Hard,2000,1000,0.00,10,164,1,100.00,0.01,1524,195,Max. coverage
Random,Uniform,Medium,2000,100000,0.03,10,69,11,100.00,0.22,31183,48,Max. coverage
Springs,Uniform,Hard,2000,100,0.00,10,54,1,100.00,0.00,91,223,Max. coverage
Springs,Uniform,Hard,2000,200,0.00,10,82,1,100.00,0.00,483,420,Max. coverage
Springs,Uniform,Hard,2000,500,0.00,10,135,1,100.00,0.00,252,52,Max. coverage
Springs,Uniform,Hard,2000,1000,0.00,10,150,1,100.00,0.01,505,51,Max. coverage
Springs,Uniform,Hard,2000,2000,0.00,10,158,1,100.00,0.01,9750,781,Max. coverage
Springs,Uniform,Hard,2000,2000,0.00,10,146,1,100.00,0.01,9343,708,Max. coverage
Springs,Uniform,Hard,2000,5000,0.00,10,142,1,100.00,0.03,21310,591,Max. coverage
Springs,Uniform,Hard,2000,5000,0.00,10,140,1,100.00,0.03,17914,540,Max. coverage
Springs,Uniform,Hard,2000,10000,0.00,10,169,1,100.00,0.06,22534,263,Max. coverage
Springs,Uniform,Hard,2000,10000,0.00,10,183,1,100.00,0.05,34008,402,Max. coverage
Springs,Uniform,Hard,2000,20000,0.01,10,203,1,100.00,0.09,14921,63,Max. coverage
Springs,Uniform,Hard,2000,20000,0.01,10,205,3,100.00,0.09,19719,88,Max. coverage
Springs,Uniform,Hard,2000,50000,0.01,10,301,4,100.00,0.16,25092,31,Max. coverage
Springs,Uniform,Hard,2000,50000,0.01,10,302,5,100.00,0.16,23660,30,Max. coverage
Springs,Uniform,Hard,2000,100000,0.03,8,502,5,100.00,0.19,71724,31,Max. coverage
Random,Uniform,Hard,2000,100,0.00,10,75,1,100.00,0.00,3859,1486,Max. coverage
Random,Uniform,Hard,2000,200,0.00,10,135,1,100.00,0.00,15150,2194,Max. coverage
Random,Uniform,Hard,2000,500,0.00,10,229,1,100.00,0.00,37760,2032,Max. coverage
Springs,Uniform,Hard,2000,100000,0.03,8,506,7,100.00,0.19,153053,68,Max. coverage
Random,Uniform,Hard,2000,100,0.00,10,76,1,100.00,0.00,4703,1725,Max. coverage
Random,Uniform,Hard,2000,200,0.00,10,110,1,100.00,0.00,9115,1374,Max. coverage
Random,Uniform,Hard,2000,1000,0.00,10,330,1,100.00,0.00,91462,2411,Max. coverage
Random,Uniform,Hard,2000,500,0.00,10,239,1,100.00,0.00,36176,1931,Max. coverage
Random,Uniform,Hard,2000,1000,0.00,10,320,1,100.00,0.00,87899,2339,Max. coverage
Random,Uniform,Hard,2000,2000,0.00,10,393,1,100.00,0.00,276471,3467,Max. coverage
Random,Uniform,Hard,2000,2000,0.00,10,393,1,100.00,0.00,260437,3491,Max. coverage
Random,Uniform,Hard,2000,5000,0.00,10,424,1,100.00,0.01,694127,3667,Max. coverage
Random,Uniform,Hard,2000,5000,0.00,10,496,1,100.00,0.01,862317,4445,Max. coverage
Random,Uniform,Hard,2000,100000,0.03,8,579,4,100.00,0.16,4080536,876,Max. coverage
Random,Uniform,Hard,2000,10000,0.00,10,454,1,100.00,0.02,1315332,3374,Max. coverage
Random,Uniform,Hard,2000,10000,0.00,10,489,1,100.00,0.02,1473792,3761,Max. coverage
Random,Uniform,Hard,2000,20000,0.01,10,475,1,100.00,0.04,2423982,3034,Max. coverage
Random,Uniform,Hard,2000,20000,0.01,10,506,1,100.00,0.04,2750667,3380,Max. coverage
Random,Uniform,Hard,2000,50000,0.01,10,531,1,100.00,0.09,5402064,2555,Timeout
Random,Uniform,Hard,2000,50000,0.01,10,534,2,99.99,0.09,5402325,2586,Timeout
Random,Uniform,Hard,2000,100000,0.03,8,587,5,100.00,0.16,4478404,958,Max. coverage
Random,Uniform,Hard,2000,100000,0.03,8,603,5,100.00,0.16,5400360,1136,Timeout
Springs,Uniform,Soft,2000,100,0.00,12,3,1,100.00,0.00,0,47,Max. coverage
Springs,Uniform,Soft,2000,100,0.00,12,3,1,100.00,0.00,0,48,Max. coverage
Springs,Uniform,Soft,2000,200,0.00,12,3,1,100.00,0.01,1,44,Max. coverage
Springs,Uniform,Soft,2000,200,0.00,12,3,1,100.00,0.01,2,52,Max. coverage
Springs,Uniform,Soft,2000,500,0.00,12,3,1,100.00,0.02,4,46,Max. coverage
Springs,Uniform,Soft,2000,500,0.00,12,4,1,100.00,0.01,6,67,Max. coverage
Springs,Uniform,Soft,2000,1000,0.00,12,4,1,100.00,0.02,13,64,Max. coverage
Springs,Uniform,Soft,2000,1000,0.00,12,3,2,100.00,0.03,12,59,Max. coverage
Springs,Uniform,Soft,2000,2000,0.00,12,4,3,100.00,0.05,28,61,Max. coverage
Springs,Uniform,Soft,2000,2000,0.00,12,4,3,100.00,0.05,30,65,Max. coverage
Springs,Uniform,Soft,2000,5000,0.00,12,5,5,100.00,0.10,3,0,Max. coverage
Springs,Uniform,Soft,2000,5000,0.00,12,5,5,100.00,0.10,11,5,Max. coverage
Springs,Uniform,Soft,2000,10000,0.00,12,8,5,100.00,0.12,248,47,Max. coverage
Springs,Uniform,Soft,2000,10000,0.00,12,8,5,100.00,0.12,302,56,Max. coverage
Springs,Uniform,Soft,2000,20000,0.01,12,11,9,100.00,0.17,279,21,Max. coverage
Springs,Uniform,Soft,2000,20000,0.01,12,12,9,100.00,0.16,419,30,Max. coverage
Springs,Uniform,Soft,2000,50000,0.01,11,20,15,100.00,0.24,2016,27,Max. coverage
Springs,Uniform,Soft,2000,100000,0.03,10,81,6,100.00,0.12,5430,13,Max. coverage
Random,Uniform,Soft,2000,100,0.00,12,4,1,100.00,0.00,1,40,Max. coverage
Random,Uniform,Soft,2000,200,0.00,12,4,1,100.00,0.01,3,45,Max. coverage
Random,Uniform,Soft,2000,500,0.00,12,4,1,100.00,0.01,8,43,Max. coverage
Random,Uniform,Soft,2000,1000,0.00,12,5,1,100.00,0.02,27,60,Max. coverage
Random,Uniform,Soft,2000,2000,0.00,12,5,2,100.00,0.04,57,62,Max. coverage
Random,Uniform,Soft,2000,5000,0.00,12,7,5,100.00,0.07,98,26,Max. coverage
Random,Uniform,Soft,2000,10000,0.00,12,9,7,100.00,0.11,592,52,Max. coverage
Springs,Uniform,Soft,2000,50000,0.01,10,23,7,100.00,0.21,8843,118,Max. coverage
Random,Uniform,Soft,2000,20000,0.01,12,12,10,100.00,0.16,1061,28,Max. coverage
Springs,Uniform,Soft,2000,100000,0.03,10,80,7,100.00,0.12,728,0,Max. coverage
Random,Uniform,Soft,2000,100,0.00,12,4,1,100.00,0.00,1,49,Max. coverage
Random,Uniform,Soft,2000,200,0.00,12,3,1,100.00,0.01,2,30,Max. coverage
Random,Uniform,Soft,2000,500,0.00,12,4,1,100.00,0.01,7,38,Max. coverage
Random,Uniform,Soft,2000,1000,0.00,12,4,1,100.00,0.02,18,48,Max. coverage
Random,Uniform,Soft,2000,2000,0.00,12,4,3,100.00,0.05,37,44,Max. coverage
Random,Uniform,Soft,2000,5000,0.00,12,7,5,100.00,0.07,98,26,Max. coverage
Random,Uniform,Soft,2000,10000,0.00,12,9,6,100.00,0.11,640,58,Max. coverage
Random,Uniform,Soft,2000,20000,0.01,12,12,10,100.00,0.16,1316,35,Max. coverage
Random,Uniform,Soft,2000,50000,0.01,11,25,15,100.00,0.19,8758,59,Max. coverage
Random,Uniform,Soft,2000,100000,0.03,10,80,7,100.00,0.12,1081,1,Max. coverage
Springs,Uniform,Medium,2000,100,0.00,12,2,1,100.00,0.01,0,23,Max. coverage
Springs,Uniform,Medium,2000,200,0.00,12,3,1,100.00,0.01,1,42,Max. coverage
Springs,Uniform,Medium,2000,500,0.00,12,5,1,100.00,0.02,10,86,Max. coverage
Springs,Uniform,Medium,2000,1000,0.00,12,7,1,100.00,0.02,25,95,Max. coverage
Springs,Uniform,Medium,2000,2000,0.00,12,10,1,100.00,0.03,94,131,Max. coverage
Springs,Uniform,Medium,2000,5000,0.00,12,8,4,100.00,0.09,100,48,Max. coverage
Springs,Uniform,Medium,2000,10000,0.00,12,16,5,100.00,0.09,464,67,Max. coverage
Springs,Uniform,Medium,2000,20000,0.01,12,17,7,100.00,0.18,402,23,Max. coverage
Springs,Uniform,Medium,2000,50000,0.01,11,31,14,100.00,0.24,1581,18,Max. coverage
Springs,Uniform,Medium,2000,100000,0.03,10,66,12,100.00,0.23,7855,22,Max. coverage
Random,Uniform,Medium,2000,100,0.00,12,3,1,100.00,0.01,0,26,Max. coverage
Random,Uniform,Medium,2000,200,0.00,12,4,1,100.00,0.01,2,35,Max. coverage
Random,Uniform,Medium,2000,500,0.00,12,7,1,100.00,0.01,18,79,Max. coverage
Random,Uniform,Medium,2000,1000,0.00,12,9,1,100.00,0.02,64,109,Max. coverage
Random,Uniform,Medium,2000,2000,0.00,12,14,1,100.00,0.02,252,159,Max. coverage
Random,Uniform,Medium,2000,5000,0.00,12,17,4,100.00,0.04,801,139,Max. coverage
Random,Uniform,Medium,2000,10000,0.00,12,21,4,100.00,0.07,1999,126,Max. coverage
Random,Uniform,Soft,2000,50000,0.01,10,33,8,100.00,0.14,28666,158,Max. coverage
Random,Uniform,Soft,2000,100000,0.03,10,80,8,100.00,0.12,722,0,Max. coverage
Springs,Uniform,Medium,2000,100,0.00,12,2,1,100.00,0.01,0,25,Max. coverage
Springs,Uniform,Medium,2000,200,0.00,12,3,1,100.00,0.01,1,40,Max. coverage
Springs,Uniform,Medium,2000,500,0.00,12,5,1,100.00,0.02,9,80,Max. coverage
Springs,Uniform,Medium,2000,1000,0.00,12,7,1,100.00,0.02,23,89,Max. coverage
Springs,Uniform,Medium,2000,2000,0.00,12,8,1,100.00,0.04,66,106,Max. coverage
Springs,Uniform,Medium,2000,5000,0.00,12,9,5,100.00,0.08,124,58,Max. coverage
Springs,Uniform,Medium,2000,10000,0.00,12,13,6,100.00,0.12,219,35,Max. coverage
Springs,Uniform,Medium,2000,20000,0.01,12,17,6,100.00,0.18,582,32,Max. coverage
Random,Uniform,Medium,2000,20000,0.01,12,27,6,100.00,0.11,6425,143,Max. coverage
Springs,Uniform,Medium,2000,50000,0.01,11,31,12,100.00,0.24,3049,30,Max. coverage
Springs,Uniform,Medium,2000,100000,0.03,10,66,12,100.00,0.23,4959,14,Max. coverage
Random,Uniform,Medium,2000,100,0.00,12,3,1,100.00,0.01,0,25,Max. coverage
Random,Uniform,Medium,2000,200,0.00,12,3,1,100.00,0.01,1,26,Max. coverage
Random,Uniform,Medium,2000,500,0.00,12,10,1,100.00,0.01,35,114,Max. coverage
Random,Uniform,Medium,2000,1000,0.00,12,10,1,100.00,0.02,74,115,Max. coverage
Random,Uniform,Medium,2000,2000,0.00,12,14,1,100.00,0.02,245,153,Max. coverage
Random,Uniform,Medium,2000,5000,0.00,12,18,2,100.00,0.04,906,153,Max. coverage
Random,Uniform,Medium,2000,10000,0.00,12,19,5,100.00,0.08,1534,103,Max. coverage
Random,Uniform,Medium,2000,20000,0.01,12,27,5,100.00,0.11,6134,138,Max. coverage
Random,Uniform,Medium,2000,50000,0.01,11,38,12,100.00,0.20,19042,98,Max. coverage
Random,Uniform,Medium,2000,100000,0.03,10,65,13,100.00,0.23,5945,8,Max. coverage
Springs,Uniform,Hard,2000,100,0.00,10,52,1,100.00,0.00,220,505,Max. coverage
Springs,Uniform,Hard,2000,200,0.00,10,76,1,100.00,0.00,192,171,Max. coverage
Springs,Uniform,Hard,2000,500,0.00,10,137,1,100.00,0.00,101,14,Max. coverage
Springs,Uniform,Hard,2000,1000,0.00,10,150,1,100.00,0.01,531,59,Max. coverage
Springs,Uniform,Hard,2000,2000,0.00,10,148,1,100.00,0.01,9354,670,Max. coverage
Random,Uniform,Medium,2000,50000,0.01,11,42,11,100.00,0.18,25881,135,Max. coverage
Springs,Uniform,Hard,2000,5000,0.00,10,144,1,100.00,0.03,20837,603,Max. coverage
Springs,Uniform,Hard,2000,10000,0.00,10,181,1,100.00,0.05,33865,385,Max. coverage
Springs,Uniform,Hard,2000,20000,0.01,10,201,2,100.00,0.09,10924,44,Max. coverage
Springs,Uniform,Hard,2000,50000,0.01,10,313,6,100.00,0.15,107927,152,Max. coverage
Springs,Uniform,Hard,2000,100000,0.03,8,500,6,100.00,0.19,26028,10,Max. coverage
Random,Uniform,Hard,2000,100,0.00,10,79,1,100.00,0.00,4745,1778,Max. coverage
Random,Uniform,Hard,2000,200,0.00,10,122,1,100.00,0.00,11090,1689,Max. coverage
Random,Uniform,Hard,2000,500,0.00,10,250,1,100.00,0.00,38679,2098,Max. coverage
Random,Uniform,Hard,2000,1000,0.00,10,323,1,100.00,0.00,90259,2413,Max. coverage
Random,Uniform,Hard,2000,2000,0.00,10,350,1,100.00,0.01,218313,2941,Max. coverage
Random,Uniform,Medium,2000,100000,0.03,9,129,5,100.00,0.12,627005,729,Max. coverage
Springs,Uniform,Hard,2000,100,0.00,10,53,1,100.00,0.00,140,372,Max. coverage
Springs,Uniform,Hard,2000,200,0.00,10,96,1,100.00,0.00,938,725,Max. coverage
Springs,Uniform,Hard,2000,500,0.00,10,136,1,100.00,0.00,396,83,Max. coverage
Springs,Uniform,Hard,2000,1000,0.00,10,152,1,100.00,0.01,760,87,Max. coverage
Springs,Uniform,Hard,2000,2000,0.00,10,136,1,100.00,0.01,6582,508,Max. coverage
Springs,Uniform,Hard,2000,5000,0.00,10,164,1,100.00,0.03,26595,808,Max. coverage
Springs,Uniform,Hard,2000,10000,0.00,10,177,1,100.00,0.05,28784,335,Max. coverage
Springs,Uniform,Hard,2000,20000,0.01,10,202,1,100.00,0.09,9152,40,Max. coverage
Springs,Uniform,Hard,2000,50000,0.01,10,303,5,100.00,0.16,32771,46,Max. coverage
Springs,Uniform,Hard,2000,100000,0.03,8,500,6,100.00,0.19,15106,5,Max. coverage
Random,Uniform,Hard,2000,100,0.00,10,71,1,100.00,0.00,3689,1447,Max. coverage
Random,Uniform,Hard,2000,200,0.00,10,129,1,100.00,0.00,12814,1931,Max. coverage
Random,Uniform,Hard,2000,500,0.00,10,250,1,100.00,0.00,42063,2258,Max. coverage
Random,Uniform,Hard,2000,1000,0.00,10,344,1,100.00,0.00,98819,2660,Max. coverage
Random,Uniform,Hard,2000,2000,0.00,10,439,1,100.00,0.00,297487,3998,Max. coverage
Random,Uniform,Hard,2000,5000,0.00,10,409,1,100.00,0.01,647401,3459,Max. coverage
Random,Uniform,Hard,2000,5000,0.00,10,438,1,100.00,0.01,692119,3771,Max. coverage
Random,Uniform,Hard,2000,10000,0.00,10,451,1,100.00,0.02,1312659,3358,Max. coverage
Random,Uniform,Hard,2000,10000,0.00,10,531,1,100.00,0.02,1679023,4227,Max. coverage
Random,Uniform,Hard,2000,20000,0.01,10,511,1,100.00,0.04,2820020,3442,Max. coverage
Random,Uniform,Hard,2000,20000,0.01,10,534,1,100.00,0.04,2978291,3686,Max. coverage
Random,Uniform,Hard,2000,50000,0.01,10,531,1,99.99,0.09,5402304,2549,Timeout
Random,Uniform,Hard,2000,50000,0.01,10,533,1,99.99,0.09,5402215,2576,Timeout
Random,Uniform,Hard,2000,100000,0.03,8,573,5,100.00,0.17,3738474,809,Max. coverage
Random,Uniform,Hard,2000,100000,0.03,8,603,4,100.00,0.16,5402463,1138,Timeout
Springs,Uniform,Soft,2000,100,0.00,12,3,1,100.00,0.00,0,46,Max. coverage
Springs,Uniform,Soft,2000,100,0.00,12,4,1,100.00,0.00,1,59,Max. coverage
Springs,Uniform,Soft,2000,200,0.00,12,3,1,100.00,0.01,1,49,Max. coverage
Springs,Uniform,Soft,2000,200,0.00,12,4,1,100.00,0.01,2,59,Max. coverage
Springs,Uniform,Soft,2000,500,0.00,12,3,1,100.00,0.02,4,48,Max. coverage
Springs,Uniform,Soft,2000,500,0.00,12,4,1,100.00,0.01,6,57,Max. coverage
Springs,Uniform,Soft,2000,1000,0.00,12,3,2,100.00,0.03,13,63,Max. coverage
Springs,Uniform,Soft,2000,1000,0.00,12,4,1,100.00,0.02,14,67,Max. coverage
Springs,Uniform,Soft,2000,2000,0.00,12,4,3,100.00,0.05,25,55,Max. coverage
Springs,Uniform,Soft,2000,2000,0.00,12,4,2,100.00,0.05,30,64,Max. coverage
Springs,Uniform,Soft,2000,5000,0.00,12,5,5,100.00,0.10,3,0,Max. coverage
Springs,Uniform,Soft,2000,5000,0.00,12,5,5,100.00,0.10,6,2,Max. coverage
Springs,Uniform,Soft,2000,10000,0.00,12,7,7,100.00,0.14,193,36,Max. coverage
Springs,Uniform,Soft,2000,10000,0.00,12,7,7,100.00,0.14,238,45,Max. coverage
Springs,Uniform,Soft,2000,20000,0.01,12,11,9,100.00,0.17,376,26,Max. coverage
Springs,Uniform,Soft,2000,20000,0.01,12,11,9,100.00,0.17,426,26,Max. coverage
Springs,Uniform,Soft,2000,50000,0.01,11,20,15,100.00,0.24,2151,30,Max. coverage
Springs,Uniform,Soft,2000,50000,0.01,11,20,14,100.00,0.24,2319,32,Max. coverage
Springs,Uniform,Soft,2000,100000,0.03,10,80,6,100.00,0.12,709,0,Max. coverage
Random,Uniform,Soft,2000,100,0.00,12,3,1,100.00,0.00,1,33,Max. coverage
Random,Uniform,Soft,2000,200,0.00,12,6,1,100.00,0.00,5,61,Max. coverage
Random,Uniform,Soft,2000,500,0.00,12,5,1,100.00,0.01,11,54,Max. coverage
Random,Uniform,Soft,2000,1000,0.00,12,5,1,100.00,0.02,24,59,Max. coverage
Springs,Uniform,Soft,2000,100000,0.03,10,80,6,100.00,0.12,725,0,Max. coverage
Random,Uniform,Soft,2000,100,0.00,12,4,1,100.00,0.00,1,40,Max. coverage
Random,Uniform,Soft,2000,200,0.00,12,4,1,100.00,0.01,3,47,Max. coverage
Random,Uniform,Soft,2000,500,0.00,12,4,1,100.00,0.01,7,42,Max. coverage
Random,Uniform,Soft,2000,1000,0.00,12,4,1,100.00,0.02,15,43,Max. coverage
Random,Uniform,Soft,2000,2000,0.00,12,6,1,100.00,0.03,75,74,Max. coverage
Random,Uniform,Soft,2000,2000,0.00,12,5,2,100.00,0.04,47,54,Max. coverage
Random,Uniform,Soft,2000,5000,0.00,12,6,6,100.00,0.08,72,20,Max. coverage
Random,Uniform,Soft,2000,5000,0.00,12,7,4,100.00,0.07,116,29,Max. coverage
Random,Uniform,Soft,2000,10000,0.00,12,10,7,100.00,0.10,747,67,Max. coverage
Random,Uniform,Soft,2000,10000,0.00,12,11,5,100.00,0.09,856,76,Max. coverage
Random,Uniform,Soft,2000,20000,0.01,12,12,11,100.00,0.16,1293,34,Max. coverage
Random,Uniform,Soft,2000,20000,0.01,12,13,9,100.00,0.15,1415,42,Max. coverage
Random,Uniform,Soft,2000,50000,0.01,11,23,13,100.00,0.21,5715,37,Max. coverage
Random,Uniform,Soft,2000,100000,0.03,10,80,6,100.00,0.12,704,0,Max. coverage
Springs,Uniform,Medium,2000,100,0.00,12,2,1,100.00,0.01,0,23,Max. coverage
Springs,Uniform,Medium,2000,200,0.00,12,3,1,100.00,0.01,1,38,Max. coverage
Springs,Uniform,Medium,2000,500,0.00,12,5,1,100.00,0.02,9,87,Max. coverage
Springs,Uniform,Medium,2000,1000,0.00,12,6,1,100.00,0.03,18,72,Max. coverage
Springs,Uniform,Medium,2000,2000,0.00,12,7,1,100.00,0.04,53,89,Max. coverage
Springs,Uniform,Medium,2000,5000,0.00,12,10,4,100.00,0.08,147,65,Max. coverage
Springs,Uniform,Medium,2000,10000,0.00,12,12,5,100.00,0.13,211,31,Max. coverage
Springs,Uniform,Medium,2000,20000,0.01,12,17,7,100.00,0.18,556,32,Max. coverage
Random,Uniform,Soft,2000,50000,0.01,11,25,12,100.00,0.19,8914,58,Max. coverage
Springs,Uniform,Medium,2000,50000,0.01,11,31,13,100.00,0.24,1905,21,Max. coverage
Random,Uniform,Soft,2000,100000,0.03,10,80,5,100.00,0.12,717,0,Max. coverage
Springs,Uniform,Medium,2000,100,0.00,12,2,1,100.00,0.01,0,23,Max. coverage
Springs,Uniform,Medium,2000,200,0.00,12,3,1,100.00,0.01,1,39,Max. coverage
Springs,Uniform,Medium,2000,500,0.00,12,6,1,100.00,0.01,10,91,Max. coverage
Springs,Uniform,Medium,2000,1000,0.00,12,6,1,100.00,0.03,19,78,Max. coverage
Springs,Uniform,Medium,2000,2000,0.00,12,8,1,100.00,0.04,66,102,Max. coverage
Springs,Uniform,Medium,2000,5000,0.00,12,8,4,100.00,0.09,87,43,Max. coverage
Springs,Uniform,Medium,2000,10000,0.00,12,12,6,100.00,0.13,169,27,Max. coverage
Springs,Uniform,Medium,2000,20000,0.01,12,18,6,100.00,0.17,593,34,Max. coverage
Springs,Uniform,Medium,2000,50000,0.01,11,35,10,100.00,0.22,5843,65,Max. coverage
Springs,Uniform,Medium,2000,100000,0.03,10,66,14,100.00,0.23,8136,22,Max. coverage
Random,Uniform,Medium,2000,100,0.00,12,3,1,100.00,0.01,1,34,Max. coverage
Random,Uniform,Medium,2000,200,0.00,12,5,1,100.00,0.01,3,47,Max. coverage
Random,Uniform,Medium,2000,500,0.00,12,8,1,100.00,0.01,24,94,Max. coverage
Random,Uniform,Medium,2000,1000,0.00,12,9,1,100.00,0.02,62,104,Max. coverage
Random,Uniform,Medium,2000,2000,0.00,12,15,1,100.00,0.02,300,178,Max. coverage
Random,Uniform,Medium,2000,5000,0.00,12,15,4,100.00,0.05,667,122,Max. coverage
Random,Uniform,Medium,2000,10000,0.00,12,22,3,100.00,0.07,2161,136,Max. coverage
Random,Uniform,Medium,2000,20000,0.01,12,27,5,100.00,0.11,6219,141,Max. coverage
Springs,Uniform,Medium,2000,100000,0.03,10,67,10,100.00,0.23,10862,33,Max. coverage
Random,Uniform,Medium,2000,100,0.00,12,2,1,100.00,0.01,0,14,Max. coverage
Random,Uniform,Medium,2000,200,0.00,12,3,1,100.00,0.01,1,31,Max. coverage
Random,Uniform,Medium,2000,500,0.00,12,9,1,100.00,0.01,29,103,Max. coverage
Random,Uniform,Medium,2000,1000,0.00,12,10,1,100.00,0.02,77,115,Max. coverage
Random,Uniform,Medium,2000,2000,0.00,12,16,1,100.00,0.02,309,179,Max. coverage
Random,Uniform,Medium,2000,5000,0.00,12,15,4,100.00,0.05,662,122,Max. coverage
Random,Uniform,Medium,2000,10000,0.00,12,20,5,100.00,0.08,1869,121,Max. coverage
Random,Uniform,Medium,2000,20000,0.01,12,23,6,100.00,0.13,4391,97,Max. coverage
Random,Uniform,Medium,2000,50000,0.01,11,38,11,100.00,0.20,18903,94,Max. coverage
Random,Uniform,Medium,2000,100000,0.03,10,66,13,100.00,0.23,13873,21,Max. coverage
Springs,Uniform,Hard,2000,100,0.00,10,56,1,100.00,0.00,340,703,Max. coverage
Random,Uniform,Medium,2000,50000,0.01,11,41,9,100.00,0.18,25728,131,Max. coverage
Springs,Uniform,Hard,2000,200,0.00,10,91,1,100.00,0.00,761,765,Max. coverage
Springs,Uniform,Hard,2000,500,0.00,10,143,1,100.00,0.00,458,106,Max. coverage
Springs,Uniform,Hard,2000,1000,0.00,10,150,1,100.00,0.01,448,45,Max. coverage
Springs,Uniform,Hard,2000,2000,0.00,10,143,1,100.00,0.01,9121,653,Max. coverage
Random,Uniform,Medium,2000,100000,0.03,10,69,14,100.00,0.22,33965,50,Max. coverage
Springs,Uniform,Hard,2000,100,0.00,10,51,1,100.00,0.00,93,267,Max. coverage
Springs,Uniform,Hard,2000,200,0.00,10,82,1,100.00,0.00,416,365,Max. coverage
Springs,Uniform,Hard,2000,500,0.00,10,142,1,100.00,0.00,250,47,Max. coverage
Springs,Uniform,Hard,2000,5000,0.00,10,155,1,100.00,0.03,24618,703,Max. coverage
Springs,Uniform,Hard,2000,1000,0.00,10,158,1,100.00,0.01,1300,151,Max. coverage
Springs,Uniform,Hard,2000,2000,0.00,10,173,1,100.00,0.01,13021,930,Max. coverage
Springs,Uniform,Hard,2000,10000,0.00,10,171,1,100.00,0.06,24828,284,Max. coverage
Springs,Uniform,Hard,2000,5000,0.00,10,140,1,100.00,0.03,18519,540,Max. coverage
Springs,Uniform,Hard,2000,20000,0.01,10,205,1,100.00,0.09,16942,77,Max. coverage
Springs,Uniform,Hard,2000,10000,0.00,10,170,1,100.00,0.06,21234,256,Max. coverage
Springs,Uniform,Hard,2000,50000,0.01,10,300,4,100.00,0.16,17709,21,Max. coverage
Springs,Uniform,Hard,2000,20000,0.01,10,204,1,100.00,0.09,14985,67,Max. coverage
Springs,Uniform,Hard,2000,50000,0.01,10,300,4,100.00,0.16,9008,10,Max. coverage
Springs,Uniform,Hard,2000,100000,0.03,8,501,5,100.00,0.19,39062,16,Max. coverage
Random,Uniform,Hard,2000,100,0.00,10,67,1,100.00,0.00,3756,1458,Max. coverage
Random,Uniform,Hard,2000,200,0.00,10,127,1,100.00,0.00,12004,1763,Max. coverage
Springs,Uniform,Hard,2000,100000,0.03,8,503,6,100.00,0.19,80365,35,Max. coverage
Random,Uniform,Hard,2000,100,0.00,10,70,1,100.00,0.00,4119,1590,Max. coverage
