ID,X,Y,Channel,UF,Connected EDs
255,321.33,458.96,400,1014,72.01,8
256,-156.04,-140.06,1600,1001,47.97,7
257,-476.14,-494.92,800,1017,128.87,9
258,-207.11,208.26,320,1011,60.42,7
259,7.41,-32.53,1600,1021,89.60,8
260,-309.02,-16.35,320,1007,81.77,8
261,-456.61,-415.59,1600,1017,72.59,8
262,211.35,111.24,1600,1005,71.59,8
263,461.57,367.47,1600,1014,105.30,8
264,-24.05,257.28,320,1020,68.78,8
265,-493.02,78.61,400,1006,116.71,8
266,243.73,422.57,1600,1015,15.92,7
267,287.64,446.44,1600,1015,65.57,8
268,-225.10,-260.68,320,1002,107.34,8
269,-404.96,246.73,800,1018,90.07,8
270,-326.70,437.71,320,1019,73.36,8
271,-403.32,481.11,320,1012,49.09,7
272,-158.46,192.46,800,1011,41.78,7
273,-65.60,154.03,800,1011,112.21,8
274,100.49,-370.02,1600,1025,97.91,8
275,-122.00,-363.04,400,1002,86.21,8
276,-385.54,380.68,400,1018,47.98,7
277,-289.14,168.33,400,1006,108.56,8
278,-187.66,443.22,320,1019,104.81,8
279,-377.91,-461.74,400,1017,58.33,7
280,-100.70,-288.43,800,1025,119.20,8
281,-339.84,-191.75,800,1000,38.09,7
282,-494.57,149.79,1600,1006,100.92,8
283,-38.05,-415.82,320,1009,54.95,7
284,285.93,184.68,320,1022,69.23,8
285,367.20,-437.33,1600,1016,58.71,7
286,27.07,-322.87,320,1025,19.51,7
287,-390.48,-112.00,400,1007,84.61,8
288,138.41,200.34,400,1020,106.52,8
289,-93.38,322.43,400,1008,44.84,7
290,421.55,-278.27,320,1003,57.86,7
291,-125.80,-118.11,1600,1001,72.04,8
292,307.96,-112.68,400,1023,34.57,7
293,434.18,349.27,320,1014,106.13,8
294,214.43,135.20,400,1005,89.78,8
295,124.66,2.40,400,1005,73.01,8
296,171.84,-470.52,320,1010,85.65,8
297,99.71,-361.00,1600,1025,94.07,8
298,-304.10,277.41,320,1018,93.66,8
299,235.31,-315.97,400,1010,81.43,8
300,-187.01,-394.42,320,1002,34.88,7
301,-397.77,-20.22,800,1007,10.54,7
302,-300.28,-212.26,400,1000,67.70,8
303,447.00,-278.08,400,1003,73.14,8
304,278.46,436.35,1600,1015,52.59,7
305,-205.40,61.01,400,1011,98.37,8
306,373.41,-267.15,400,1003,45.28,7
307,129.36,332.55,320,1020,118.21,8
308,273.30,-471.55,400,1010,106.33,8
309,117.58,263.76,320,1020,74.42,8
310,-215.71,-423.25,320,1002,57.08,7
311,-327.28,-321.01,800,1017,100.94,8
312,-56.96,-121.29,400,1024,41.74,7
313,-399.31,-174.29,320,1000,53.64,7
314,107.60,-395.83,320,1010,96.32,8
315,249.72,-101.22,800,1023,57.68,7
316,-105.76,-227.81,400,1024,106.57,8
317,-431.77,401.55,800,1012,64.75,8
318,381.23,174.85,800,1022,62.46,7
319,-28.36,-207.57,1600,1024,54.57,7
320,-253.93,76.72,800,1011,109.50,8
321,-373.92,249.44,800,1018,83.84,8
322,-14.13,-307.51,320,1025,34.75,7
323,-366.61,-206.83,1600,1000,10.90,7
324,-497.17,400.77,800,1012,79.22,8
325,308.62,150.49,400,1022,81.18,8
326,-324.59,-455.27,320,1017,79.33,8
327,275.06,-387.04,320,1010,71.36,8
328,-292.74,494.20,400,1019,110.09,8
329,167.91,-34.17,320,1005,104.87,8
330,392.32,211.91,800,1022,50.97,7
331,-306.51,337.99,1600,1019,56.94,7
332,173.65,-176.15,800,1013,9.11,7
333,32.51,-42.76,400,1021,113.81,8
334,217.09,-39.93,400,1023,93.93,8
335,-494.16,-231.32,1600,1000,127.13,9
336,193.37,-55.90,1600,1023,111.67,8
337,153.09,-280.85,800,1013,114.86,8
338,14.35,-73.59,800,1024,90.90,8
339,-449.53,-405.68,320,1017,64.58,8
340,379.01,486.64,400,1014,42.02,7
341,-215.72,-319.86,800,1002,47.41,7
342,-61.01,353.78,400,1008,50.98,7
343,286.19,-113.70,1600,1023,38.89,7
344,-73.45,-396.61,400,1009,83.33,8
345,467.69,-390.77,320,1016,59.03,7
346,-340.68,302.60,800,1018,49.29,7
347,-104.32,-44.31,400,1021,100.82,8
348,245.01,470.04,320,1015,59.56,7
349,-411.47,-479.49,1600,1017,80.16,8
350,397.88,399.52,1600,1014,47.59,7
351,-80.86,-316.20,1600,1025,92.38,8
352,278.39,122.79,1600,1022,120.08,8
353,-38.51,-91.02,800,1024,62.60,8
354,101.83,335.53,400,1020,102.72,8
355,-297.77,303.23,400,1019,85.34,8
356,-428.68,462.55,800,1012,20.66,7
357,-115.49,-141.76,320,1001,86.12,8
358,416.85,-396.76,320,1016,7.99,7
359,375.60,-308.23,320,1003,83.30,8
360,428.68,-410.35,320,1016,24.43,7
361,468.39,8.80,1600,1028,61.82,7
362,-311.75,-212.81,400,1000,56.22,7
363,-238.11,248.68,1600,1011,111.06,8
364,221.82,-149.49,320,1013,53.80,7
365,-214.85,52.74,400,1011,109.17,8
366,457.71,124.06,400,1028,53.97,7
367,-67.13,-491.43,320,1009,37.98,7
368,-136.27,425.42,1600,1008,66.73,8
369,-235.38,301.02,800,1019,93.39,8
370,-313.97,229.70,800,1006,119.88,8
371,-493.05,198.10,320,1006,114.51,8
372,-488.32,386.34,1600,1012,86.81,8
373,139.20,-351.77,320,1010,75.62,8
374,175.69,370.05,800,1015,70.08,8
375,47.72,-344.80,320,1025,39.62,7
376,-277.02,-387.09,800,1002,71.85,8
377,360.78,45.78,800,1004,44.02,7
378,356.83,409.51,800,1014,51.46,7
379,456.11,-325.86,1600,1016,84.55,8
380,-252.83,-139.84,320,1001,59.77,7
381,127.88,-132.88,400,1013,55.31,7
382,17.39,-121.20,400,1024,56.95,7
383,194.09,-482.00,400,1010,91.45,8
384,119.47,193.69,400,1020,94.09,8
385,395.35,-258.59,400,1003,31.49,7
386,223.98,-35.61,320,1023,89.68,8
387,-323.34,-174.82,800,1000,61.71,7
388,137.91,-318.00,1600,1010,98.40,8
389,-475.42,-361.89,800,1017,99.70,8
390,-287.73,-114.72,320,1001,89.93,8
391,-370.34,-486.84,1600,1017,84.29,8
392,245.15,30.55,400,1005,100.03,8
393,-253.01,-275.36,400,1002,101.74,8
394,397.06,344.11,1600,1014,102.78,8
395,-82.83,239.47,800,1011,126.82,9
396,-407.51,-36.56,320,1007,19.72,7
397,380.73,140.10,800,1004,79.43,8
398,-285.26,-222.00,800,1000,82.61,8
399,-41.73,-197.42,400,1024,45.96,7
400,375.93,14.85,320,1004,54.66,7
401,153.76,144.51,320,1005,74.86,8
402,298.71,-110.33,400,1023,32.08,7
403,-177.55,136.66,400,1011,18.77,7
404,364.19,33.71,400,1004,47.37,7
405,-400.37,450.89,800,1012,50.62,7
406,76.48,-456.62,320,1009,112.66,8
407,17.72,424.10,800,1026,59.70,7
408,284.14,-361.16,400,1010,85.72,8
409,-267.43,97.11,1600,1011,106.93,8
410,319.10,-26.95,400,1023,54.09,7
411,290.92,-373.19,1600,1010,88.93,8
412,275.90,425.51,400,1015,46.06,7
413,-208.57,-252.04,1600,1002,114.63,8
414,-468.39,-387.84,400,1017,84.94,8
415,115.89,-288.21,400,1025,114.69,8
416,439.65,288.27,400,1022,116.14,8
417,226.85,-194.01,400,1013,61.78,7
418,-345.86,-409.87,320,1017,39.58,7
419,359.44,-177.31,800,1003,60.93,7
420,367.32,-358.20,320,1016,56.20,7
421,-109.95,432.72,320,1008,69.07,8
422,57.29,208.62,320,1020,43.72,7
423,-385.80,-499.95,1600,1017,96.12,8
424,-192.24,-468.35,800,1002,102.92,8
425,-464.96,147.55,800,1006,71.24,8
426,213.20,87.20,800,1005,62.62,8
427,-65.26,-185.96,400,1024,48.36,7
428,-419.62,-31.82,400,1007,29.90,7
429,364.87,-172.37,320,1003,62.26,7
430,-253.52,-305.05,1600,1002,76.52,8
431,-398.88,85.00,1600,1006,55.72,7
432,-417.42,-357.71,320,1017,56.39,7
433,489.54,-243.51,320,1003,96.40,8
434,-355.53,64.25,320,1006,85.44,8
435,-88.45,99.29,800,1021,73.45,8
436,390.42,-187.51,1600,1003,39.81,7
437,-342.45,247.23,800,1018,93.49,8
438,230.68,327.61,320,1015,84.34,8
439,-106.07,192.49,1600,1011,80.74,8
440,-120.13,438.96,800,1008,75.86,8
441,7.62,-459.91,320,1009,44.25,7
442,68.08,-377.34,1600,1025,73.34,8
443,-162.85,-387.79,800,1002,49.98,7
444,-393.73,-243.33,320,1000,36.51,7
445,407.05,168.22,800,1022,85.13,8
446,-144.63,58.64,320,1021,99.64,8
447,-109.11,216.20,400,1011,91.72,8
448,240.45,-53.12,800,1023,67.26,8
449,58.20,340.80,1600,1020,91.47,8
450,203.57,-279.32,1600,1010,111.75,8
451,-456.11,228.30,1600,1006,107.49,8
452,469.21,-203.63,1600,1003,78.27,8
453,-463.18,133.52,800,1006,69.46,8
454,-139.09,239.79,400,1011,92.83,8
455,-250.74,146.84,1600,1011,73.44,8
456,236.90,-497.79,320,1010,111.74,8
457,37.03,-106.90,800,1024,81.23,8
458,-415.61,-366.45,320,1017,48.33,7
459,-40.64,191.75,320,1020,103.27,8
460,26.83,-104.68,320,1024,74.48,8
461,33.25,-60.79,400,1024,111.75,8
462,79.77,-91.58,1600,1013,118.70,8
463,248.94,-54.77,400,1023,58.80,7
464,-469.68,306.15,800,1018,94.21,8
465,68.38,-444.59,1600,1009,106.92,8
466,274.66,292.31,1600,1022,96.43,8
467,39.58,-170.66,800,1024,71.63,8
468,-479.29,-86.27,400,1007,106.92,8
469,448.71,373.10,800,1014,92.80,8
470,217.51,-100.08,400,1013,81.79,8
471,207.00,433.18,1600,1015,32.71,7
472,-75.23,12.94,800,1021,38.16,7
473,-61.08,-238.12,320,1024,90.65,8
474,-413.40,-207.79,400,1000,46.70,7
475,-25.94,360.59,320,1008,85.15,8
476,8.37,135.25,400,1021,111.36,8
477,44.89,-325.17,320,1025,35.56,7
478,474.50,-304.46,800,1003,111.25,8
479,37.66,-355.75,1600,1025,36.11,7
480,292.57,361.76,400,1015,78.75,8
481,-57.21,68.75,400,1021,31.79,7
482,32.22,493.53,1600,1026,68.71,8
483,-469.93,-67.55,800,1007,89.42,8
484,473.15,19.05,400,1028,52.21,7
485,222.38,493.11,800,1015,81.72,8
486,27.02,1.48,1600,1021,82.84,8
487,-376.03,-453.63,800,1017,50.60,7
488,-449.74,-479.14,800,1017,99.32,8
489,-109.71,58.52,400,1021,65.77,8
490,103.41,-148.91,800,1013,70.16,8
491,-283.54,293.88,1600,1019,92.02,8
492,262.68,-173.90,1600,1013,91.82,8
493,321.84,-143.84,800,1023,68.07,8
494,-357.11,-170.69,320,1000,48.16,7
495,256.14,-448.31,320,1010,77.57,8
496,-270.02,78.70,800,1011,119.96,8
497,-160.93,202.67,400,1011,50.17,7
498,122.99,252.94,400,1020,78.65,8
499,-397.56,-356.78,1600,1017,48.71,7
500,226.14,246.64,800,1022,118.84,8
501,-288.40,463.09,800,1019,78.70,8
502,-234.18,225.77,400,1011,90.15,8
503,-186.44,47.61,320,1011,108.16,8
504,293.75,190.50,800,1022,59.48,7
505,292.99,-53.36,800,1023,26.97,7
506,285.35,176.63,320,1022,74.56,8
507,-220.82,-484.30,400,1002,118.32,8
508,319.37,138.69,800,1022,88.59,8
509,-119.57,241.13,400,1011,103.62,8
510,0.02,-32.73,800,1021,85.47,8
511,470.69,178.88,1600,1028,108.61,8
512,-264.75,444.70,320,1019,60.09,7
513,325.89,-241.74,800,1003,70.20,8
514,272.71,-447.99,1600,1010,89.37,8
515,-451.17,345.00,400,1018,72.75,8
516,-123.37,130.35,800,1011,59.93,7
517,-216.86,409.53,800,1019,63.04,8
518,392.32,228.90,320,1022,49.72,7
519,-245.57,-390.66,400,1002,44.46,7
520,259.77,109.36,1600,1005,113.83,8
521,-488.25,80.05,320,1006,111.92,8
522,-273.19,315.29,320,1019,70.25,8
523,-332.35,141.19,1600,1006,61.72,7
524,156.10,-86.11,1600,1013,82.67,8
525,335.05,-37.28,320,1023,52.38,7
526,-39.35,339.35,400,1008,75.68,8
527,262.87,-377.51,800,1010,60.60,7
