ID,X,Y,Channel,UF,Connected EDs
497,-160.93,202.67,4000,100005,60.86,7
498,122.99,252.94,4000,100014,43.16,7
499,-397.56,-356.78,16000,100018,56.81,7
500,226.14,246.64,8000,100014,97.46,8
501,-288.40,463.09,8000,100021,76.53,8
502,-234.18,225.77,4000,100015,131.29,9
503,-186.44,47.61,3200,100005,124.26,8
504,293.75,190.50,8000,100009,134.16,9
505,292.99,-53.36,8000,100001,52.49,7
506,285.35,176.63,3200,100009,129.36,9
507,-220.82,-484.30,4000,100004,148.16,9
508,319.37,138.69,8000,100009,78.51,8
509,-119.57,241.13,4000,100005,86.49,8
510,0.02,-32.73,8000,100008,40.65,7
511,470.69,178.88,16000,100006,78.40,8
512,-264.75,444.70,3200,100021,58.99,7
513,325.89,-241.74,8000,100001,155.60,9
514,272.71,-447.99,16000,100020,93.46,8
515,-451.17,345.00,4000,100015,128.20,9
516,-123.37,130.35,8000,100005,24.37,7
517,-216.86,409.53,8000,100021,65.23,8
518,392.32,228.90,3200,100006,102.78,8
519,-245.57,-390.66,4000,100004,76.26,8
520,259.77,109.36,16000,100009,119.48,8
521,-488.25,80.05,3200,100010,149.84,9
522,-273.19,315.29,3200,100021,72.13,8
523,-332.35,141.19,16000,100010,69.51,8
524,156.10,-86.11,16000,100002,125.81,9
525,335.05,-37.28,3200,100001,49.08,7
526,-39.35,339.35,4000,100019,137.76,9
527,262.87,-377.51,8000,100020,39.33,7
528,-419.20,-485.19,16000,100004,148.78,9
529,-462.59,-230.76,8000,100018,95.75,8
530,235.15,-470.99,3200,100020,103.75,8
531,400.16,-459.24,4000,100016,34.72,7
532,244.06,-232.43,8000,100020,136.69,9
533,32.65,-64.78,3200,100002,66.96,8
534,79.49,-408.69,8000,100007,84.24,8
535,178.35,426.36,3200,100014,139.18,9
536,122.21,-112.99,4000,100002,85.49,8
537,-303.57,-350.12,3200,100004,29.24,7
538,180.17,-269.32,3200,100020,108.07,8
539,392.82,-231.92,16000,100001,157.07,9
540,-285.20,-496.77,16000,100004,127.36,9
541,-353.86,403.39,16000,100021,77.39,8
542,157.52,147.45,8000,100019,140.06,9
543,484.20,-319.90,3200,100016,157.20,9
544,452.07,259.59,3200,100006,40.17,7
545,-166.17,-62.06,3200,100008,141.67,9
546,-321.69,-439.84,8000,100004,65.59,8
547,362.15,-243.42,8000,100001,159.60,9
548,168.47,436.75,4000,100014,146.97,9
549,-10.40,329.57,3200,100019,108.95,8
550,79.97,-455.63,3200,100007,103.09,8
551,199.34,-309.50,3200,100020,63.57,8
552,359.48,348.02,8000,100012,53.56,7
553,-212.82,332.22,4000,100021,85.43,8
554,-349.90,284.29,8000,100015,34.65,7
555,-395.67,-381.87,3200,100018,75.13,8
556,484.93,-203.56,3200,100001,191.24,9
557,-247.47,-341.41,16000,100003,60.45,7
558,170.02,327.06,16000,100014,45.64,7
559,-181.81,-183.35,3200,100013,163.28,9
560,-265.56,396.62,3200,100021,15.71,7
561,-346.08,95.96,16000,100010,99.27,8
562,476.80,-44.56,16000,100001,148.96,9
563,-52.88,242.62,3200,100005,112.72,8
564,-402.46,392.72,4000,100021,124.40,8
565,7.56,497.05,4000,100014,243.75,9
566,-144.49,481.98,16000,100021,163.84,9
567,-236.38,-265.49,16000,100003,76.74,8
568,-71.69,404.54,16000,100019,205.00,9
569,29.75,-277.27,8000,100013,87.28,8
570,-39.23,-42.83,16000,100008,32.53,7
571,-63.85,111.09,3200,100005,73.86,8
572,102.03,87.89,8000,100008,168.11,9
573,115.94,-464.99,16000,100007,85.07,8
574,-37.93,-367.44,3200,100013,81.27,8
575,-407.51,140.11,3200,100010,53.06,7
576,341.04,495.62,3200,100011,12.54,7
577,386.03,-240.76,16000,100001,163.00,9
578,-410.39,187.55,16000,100010,26.37,7
579,-379.76,-282.70,8000,100018,77.22,8
580,-32.47,178.07,4000,100005,93.92,8
581,211.43,-385.78,8000,100020,22.42,7
582,51.30,216.25,3200,100019,47.14,7
